"","log2FoldChange","padj","Factor"
"KXJ07044.1",2.06238838418125,0.00103433218605776,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07066.1",3.15746776594637,4.20265684232775e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07178.1",1.14467116401309,0.000385464818199738,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07185.1",2.0596198044969,0.00933163710862891,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07281.1",-1.0382185054342,0.000282006045908034,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07389.1",1.92976465579441,0.000900837243450261,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07391.1",2.01181092005061,0.00635414228089366,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07417.1",-1.80984474853765,0.0053189105871998,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07442.1",-2.14499266985887,0.000308682661301693,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07450.1",2.1634568882112,0.00978180716049109,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07483.1",1.14798987548518,1.26665757541957e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07538.1",5.96884579180009,0.00187489183766373,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07558.1",-1.6665436088117,0.00931233349792035,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07614.1",-1.2007946864646,0.0096024231599032,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07671.1",-1.44515820421499,0.00660609812774476,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07683.1",3.29266294630977,0.00606938376971478,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07696.1",-2.43262131894102,9.59596805278821e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07838.1",2.45085559433866,0.00149321264126005,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07845.1",-1.17093766945517,0.00172697594778056,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07902.1",1.43961403195867,0.000132111480149851,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07925.1",1.07461996404392,0.000313522096437379,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07958.1",3.42054303521671,1.05896370544726e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07974.1",2.74155318197684,6.66803951332781e-07,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07976.1",1.08691523098648,5.64598305170397e-09,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07992.1",1.77980975806277,0.000320723140877784,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ07993.1",1.59823032350758,0.00714836861684096,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08018.1",1.56739821099077,0.000485235303963705,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08034.1",2.26703755580805,0.0083466546091494,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08036.1",2.12883141194911,0.00786817183251183,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08124.1",2.05358284969628,0.00444638789573777,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08134.1",3.34398748719797,0.0079607491278004,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08163.1",-1.39965655958062,0.00466679335279091,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08256.1",4.27868443957891,0.00129827313138424,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08257.1",2.06666558786948,0.000115337949657002,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08258.1",1.23828638671365,0.0027375508403241,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08264.1",1.35759667398035,0.000945246887903368,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08272.1",1.50622317418271,0.000955032884268227,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08332.1",2.27059660225856,0.00862765694776857,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08354.1",1.492973511455,0.00423121785100445,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08417.1",1.43373052961016,0.00045119913679762,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08420.1",1.0805943223907,0.00399443224239213,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08463.1",1.08416000647929,0.00477012242047464,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08513.1",4.06075663294843,4.92627242421052e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08533.1",1.6437428886693,0.00548980036618097,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08536.1",1.26384195751664,0.00508870517267865,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08549.1",1.44001913993215,0.000183298086343361,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08563.1",1.27233534245528,0.000282006045908034,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08630.1",1.92260171885429,0.000279441383881678,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08667.1",-1.01783003049578,0.00370849392942057,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08683.1",7.88711354008027,0.000859786669292983,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08735.1",3.42808161864311,1.11578176649548e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08738.1",3.05422574441153,1.85360940964366e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08742.1",2.54232774027229,0.000989123093828247,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08743.1",-1.03256966380488,0.00011337296551049,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08771.1",1.56616044619263,8.22987955045178e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08772.1",-1.43370798819414,0.00305143930178201,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08781.1",-1.82264528462381,3.98926481731285e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08865.1",-1.30061885495981,0.00652247974253033,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio"
