"","id","ko"
"1778","ko04621","K04519"
"1779","ko04621","K05482"
"1780","ko04621","K05405"
"1781","ko04621","K03156"
"1782","ko04621","K10030"
"1783","ko04621","K05505"
"1784","ko04621","K14624"
"1785","ko04621","K12499"
"1786","ko04621","K13916"
"1787","ko04621","K10165"
"1788","ko04621","K04427"
"1789","ko04621","K04403"
"1790","ko04621","K04404"
"1791","ko04621","K12793"
"1792","ko04621","K04371"
"1793","ko04621","K04440"
"1794","ko04621","K04441"
"1795","ko04621","K04448"
"1796","ko04621","K17890"
"1797","ko04621","K08339"
"1798","ko04621","K08336"
"1799","ko04621","K08341"
"1800","ko04621","K12795"
"1801","ko04621","K20894"
"1802","ko04621","K10630"
"1803","ko04621","K11974"
"1804","ko04621","K04725"
"1805","ko04621","K12797"
"1806","ko04621","K12792"
"1807","ko04621","K12796"
"1808","ko04621","K16060"
"1809","ko04621","K03173"
"1810","ko04621","K09849"
"1811","ko04621","K03175"
"1812","ko04621","K12794"
"1813","ko04621","K11859"
"1814","ko04621","K12648"
"1815","ko04621","K03174"
"1816","ko04621","K05410"
"1817","ko04621","K07211"
"1818","ko04621","K12650"
"1819","ko04621","K05411"
"1820","ko04621","K09447"
"1821","ko04621","K05414"
"1822","ko04621","K05415"
"1823","ko04621","K12653"
"1824","ko04621","K08645"
"1825","ko04621","K11030"
"1826","ko04621","K20909"
"1827","ko04621","K12798"
"1828","ko04621","K12799"
"1829","ko04621","K01370"
"1830","ko04621","K02161"
"1831","ko04621","K04570"
"1832","ko04621","K01363"
"1833","ko04621","K12800"
"1834","ko04621","K03443"
"1835","ko04621","K05220"
"1836","ko04621","K04977"
"1837","ko04621","K04982"
"1838","ko04621","K04971"
"1839","ko04621","K04612"
"1840","ko04621","K04622"
"1841","ko04621","K05858"
"1842","ko04621","K04958"
"1843","ko04621","K04959"
"1844","ko04621","K04960"
"1845","ko04621","K05862"
"1846","ko04621","K15040"
"1847","ko04621","K15041"
"1848","ko04621","K20858"
"1849","ko04621","K14216"
"1850","ko04621","K01165"
"1851","ko04621","K17820"
"1852","ko04621","K21356"
"1853","ko04621","K06030"
"1854","ko04621","K02861"
"1855","ko04621","K08847"
"1856","ko04621","K17065"
"1857","ko04621","K03462"
"1858","ko04621","K21421"
"1859","ko04621","K08009"
"1860","ko04621","K20910"
"1861","ko04621","K03671"
"1862","ko04621","K20876"
"1863","ko04621","K11864"
"1864","ko04621","K04079"
"1865","ko04621","K12801"
"1866","ko04621","K12802"
"1867","ko04621","K20911"
"1868","ko04621","K12803"
"1869","ko04621","K12804"
"1870","ko04621","K04398"
"1871","ko04621","K02373"
"1872","ko04621","K04741"
"1873","ko04621","K12806"
"1874","ko04621","K20863"
"1875","ko04621","K20864"
"1876","ko04621","K08598"
"1877","ko04621","K20865"
"1878","ko04621","K02406"
"1879","ko04621","K12807"
"1880","ko04621","K12805"
"1881","ko04621","K06068"
"1882","ko04621","K20897"
"1883","ko04621","K20898"
"1884","ko04621","K12966"
"1885","ko04621","K20914"
"1886","ko04621","K20915"
"1887","ko04621","K20916"
"1888","ko04621","K04513"
"1889","ko04621","K20899"
"1890","ko04621","K04395"
"1891","ko04621","K04394"
"1892","ko04621","K20917"
"1893","ko04621","K05130"
"1894","ko04621","K05131"
"1895","ko04621","K11217"
"1896","ko04621","K11219"
"1897","ko04621","K11220"
"1898","ko04621","K11221"
"1899","ko04621","K04693"
"1900","ko04621","K10160"
"1901","ko04621","K05842"
"1902","ko04621","K04729"
"1903","ko04621","K04733"
"1904","ko04621","K12654"
"1905","ko04621","K08727"
"1906","ko04621","K08846"
"1907","ko04621","K07210"
"1908","ko04621","K04467"
"1909","ko04621","K07209"
"1910","ko04621","K02581"
"1911","ko04621","K04734"
"1912","ko04621","K02580"
"1913","ko04621","K04735"
"1914","ko04621","K04519"
"1915","ko04621","K05482"
"1916","ko04621","K05405"
"1917","ko04621","K03156"
"1918","ko04621","K10030"
"1919","ko04621","K05505"
"1920","ko04621","K14624"
"1921","ko04621","K12499"
"1922","ko04621","K13916"
"1923","ko04621","K10165"
"1924","ko04621","K04427"
"1925","ko04621","K04403"
"1926","ko04621","K04404"
"1927","ko04621","K12793"
"1928","ko04621","K04371"
"1929","ko04621","K04440"
"1930","ko04621","K04441"
"1931","ko04621","K04448"
"1932","ko04621","K17890"
"1933","ko04621","K08339"
"1934","ko04621","K08336"
"1935","ko04621","K08341"
"1936","ko04621","K12795"
"1937","ko04621","K20894"
"1938","ko04621","K10630"
"1939","ko04621","K11974"
"1940","ko04621","K04725"
"1941","ko04621","K12797"
"1942","ko04621","K12792"
"1943","ko04621","K12796"
"1944","ko04621","K16060"
"1945","ko04621","K03173"
"1946","ko04621","K09849"
"1947","ko04621","K03175"
"1948","ko04621","K12794"
"1949","ko04621","K11859"
"1950","ko04621","K12648"
"1951","ko04621","K03174"
"1952","ko04621","K05410"
"1953","ko04621","K07211"
"1954","ko04621","K12650"
"1955","ko04621","K05411"
"1956","ko04621","K09447"
"1957","ko04621","K05414"
"1958","ko04621","K05415"
"1959","ko04621","K12653"
"1960","ko04621","K08645"
"1961","ko04621","K11030"
"1962","ko04621","K20909"
"1963","ko04621","K12798"
"1964","ko04621","K12799"
"1965","ko04621","K01370"
"1966","ko04621","K02161"
"1967","ko04621","K04570"
"1968","ko04621","K01363"
"1969","ko04621","K12800"
"1970","ko04621","K03443"
"1971","ko04621","K05220"
"1972","ko04621","K04977"
"1973","ko04621","K04982"
"1974","ko04621","K04971"
"1975","ko04621","K04612"
"1976","ko04621","K04622"
"1977","ko04621","K05858"
"1978","ko04621","K04958"
"1979","ko04621","K04959"
"1980","ko04621","K04960"
"1981","ko04621","K05862"
"1982","ko04621","K15040"
"1983","ko04621","K15041"
"1984","ko04621","K20858"
"1985","ko04621","K14216"
"1986","ko04621","K01165"
"1987","ko04621","K17820"
"1988","ko04621","K21356"
"1989","ko04621","K06030"
"1990","ko04621","K02861"
"1991","ko04621","K08847"
"1992","ko04621","K17065"
"1993","ko04621","K03462"
"1994","ko04621","K21421"
"1995","ko04621","K08009"
"1996","ko04621","K20910"
"1997","ko04621","K03671"
"1998","ko04621","K20876"
"1999","ko04621","K11864"
"2000","ko04621","K04079"
"2001","ko04621","K12801"
"2002","ko04621","K12802"
"2003","ko04621","K20911"
"2004","ko04621","K12803"
"2005","ko04621","K12804"
"2006","ko04621","K04398"
"2007","ko04621","K02373"
"2008","ko04621","K04741"
"2009","ko04621","K12806"
"2010","ko04621","K20863"
"2011","ko04621","K20864"
"2012","ko04621","K08598"
"2013","ko04621","K20865"
"2014","ko04621","K02406"
"2015","ko04621","K12807"
"2016","ko04621","K12805"
"2017","ko04621","K06068"
"2018","ko04621","K20897"
"2019","ko04621","K20898"
"2020","ko04621","K12966"
"2021","ko04621","K20914"
"2022","ko04621","K20915"
"2023","ko04621","K20916"
"2024","ko04621","K04513"
"2025","ko04621","K20899"
"2026","ko04621","K04395"
"2027","ko04621","K04394"
"2028","ko04621","K20917"
"2029","ko04621","K05130"
"2030","ko04621","K05131"
"2031","ko04621","K11217"
"2032","ko04621","K11219"
"2033","ko04621","K11220"
"2034","ko04621","K11221"
"2035","ko04621","K04693"
"2036","ko04621","K10160"
"2037","ko04621","K05842"
"2038","ko04621","K04729"
"2039","ko04621","K04733"
"2040","ko04621","K12654"
"2041","ko04621","K08727"
"2042","ko04621","K08846"
"2043","ko04621","K07210"
"2044","ko04621","K04467"
"2045","ko04621","K07209"
"2046","ko04621","K02581"
"2047","ko04621","K04734"
"2048","ko04621","K02580"
"2049","ko04621","K04735"
"2050","ko04621","K04519"
"2051","ko04621","K05482"
"2052","ko04621","K05405"
"2053","ko04621","K03156"
"2054","ko04621","K10030"
"2055","ko04621","K05505"
"2056","ko04621","K14624"
"2057","ko04621","K12499"
"2058","ko04621","K13916"
"2059","ko04621","K10165"
"2060","ko04621","K04427"
"2061","ko04621","K04403"
"2062","ko04621","K04404"
"2063","ko04621","K12793"
"2064","ko04621","K04371"
"2065","ko04621","K04440"
"2066","ko04621","K04441"
"2067","ko04621","K04448"
"2068","ko04621","K17890"
"2069","ko04621","K08339"
"2070","ko04621","K08336"
"2071","ko04621","K08341"
"2072","ko04621","K12795"
"2073","ko04621","K20894"
"2074","ko04621","K10630"
"2075","ko04621","K11974"
"2076","ko04621","K04725"
"2077","ko04621","K12797"
"2078","ko04621","K12792"
"2079","ko04621","K12796"
"2080","ko04621","K16060"
"2081","ko04621","K03173"
"2082","ko04621","K09849"
"2083","ko04621","K03175"
"2084","ko04621","K12794"
"2085","ko04621","K11859"
"2086","ko04621","K12648"
"2087","ko04621","K03174"
"2088","ko04621","K05410"
"2089","ko04621","K07211"
"2090","ko04621","K12650"
"2091","ko04621","K05411"
"2092","ko04621","K09447"
"2093","ko04621","K05414"
"2094","ko04621","K05415"
"2095","ko04621","K12653"
"2096","ko04621","K08645"
"2097","ko04621","K11030"
"2098","ko04621","K20909"
"2099","ko04621","K12798"
"2100","ko04621","K12799"
"2101","ko04621","K01370"
"2102","ko04621","K02161"
"2103","ko04621","K04570"
"2104","ko04621","K01363"
"2105","ko04621","K12800"
"2106","ko04621","K03443"
"2107","ko04621","K05220"
"2108","ko04621","K04977"
"2109","ko04621","K04982"
"2110","ko04621","K04971"
"2111","ko04621","K04612"
"2112","ko04621","K04622"
"2113","ko04621","K05858"
"2114","ko04621","K04958"
"2115","ko04621","K04959"
"2116","ko04621","K04960"
"2117","ko04621","K05862"
"2118","ko04621","K15040"
"2119","ko04621","K15041"
"2120","ko04621","K20858"
"2121","ko04621","K14216"
"2122","ko04621","K01165"
"2123","ko04621","K17820"
"2124","ko04621","K21356"
"2125","ko04621","K06030"
"2126","ko04621","K02861"
"2127","ko04621","K08847"
"2128","ko04621","K17065"
"2129","ko04621","K03462"
"2130","ko04621","K21421"
"2131","ko04621","K08009"
"2132","ko04621","K20910"
"2133","ko04621","K03671"
"2134","ko04621","K20876"
"2135","ko04621","K11864"
"2136","ko04621","K04079"
"2137","ko04621","K12801"
"2138","ko04621","K12802"
"2139","ko04621","K20911"
"2140","ko04621","K12803"
"2141","ko04621","K12804"
"2142","ko04621","K04398"
"2143","ko04621","K02373"
"2144","ko04621","K04741"
"2145","ko04621","K12806"
"2146","ko04621","K20863"
"2147","ko04621","K20864"
"2148","ko04621","K08598"
"2149","ko04621","K20865"
"2150","ko04621","K02406"
"2151","ko04621","K12807"
"2152","ko04621","K12805"
"2153","ko04621","K06068"
"2154","ko04621","K20897"
"2155","ko04621","K20898"
"2156","ko04621","K12966"
"2157","ko04621","K20914"
"2158","ko04621","K20915"
"2159","ko04621","K20916"
"2160","ko04621","K04513"
"2161","ko04621","K20899"
"2162","ko04621","K04395"
"2163","ko04621","K04394"
"2164","ko04621","K20917"
"2165","ko04621","K05130"
"2166","ko04621","K05131"
"2167","ko04621","K11217"
"2168","ko04621","K11219"
"2169","ko04621","K11220"
"2170","ko04621","K11221"
"2171","ko04621","K04693"
"2172","ko04621","K10160"
"2173","ko04621","K05842"
"2174","ko04621","K04729"
"2175","ko04621","K04733"
"2176","ko04621","K12654"
"2177","ko04621","K08727"
"2178","ko04621","K08846"
"2179","ko04621","K07210"
"2180","ko04621","K04467"
"2181","ko04621","K07209"
"2182","ko04621","K02581"
"2183","ko04621","K04734"
"2184","ko04621","K02580"
"2185","ko04621","K04735"
"2186","ko04621","K04519"
"2187","ko04621","K05482"
"2188","ko04621","K05405"
"2189","ko04621","K03156"
"2190","ko04621","K10030"
"2191","ko04621","K05505"
"2192","ko04621","K14624"
"2193","ko04621","K12499"
"2194","ko04621","K13916"
"2195","ko04621","K10165"
"2196","ko04621","K04427"
"2197","ko04621","K04403"
"2198","ko04621","K04404"
"2199","ko04621","K12793"
"2200","ko04621","K04371"
"2201","ko04621","K04440"
"2202","ko04621","K04441"
"2203","ko04621","K04448"
"2204","ko04621","K17890"
"2205","ko04621","K08339"
"2206","ko04621","K08336"
"2207","ko04621","K08341"
"2208","ko04621","K12795"
"2209","ko04621","K20894"
"2210","ko04621","K10630"
"2211","ko04621","K11974"
"2212","ko04621","K04725"
"2213","ko04621","K12797"
"2214","ko04621","K12792"
"2215","ko04621","K12796"
"2216","ko04621","K16060"
"2217","ko04621","K03173"
"2218","ko04621","K09849"
"2219","ko04621","K03175"
"2220","ko04621","K12794"
"2221","ko04621","K11859"
"2222","ko04621","K12648"
"2223","ko04621","K03174"
"2224","ko04621","K05410"
"2225","ko04621","K07211"
"2226","ko04621","K12650"
"2227","ko04621","K05411"
"2228","ko04621","K09447"
"2229","ko04621","K05414"
"2230","ko04621","K05415"
"2231","ko04621","K12653"
"2232","ko04621","K08645"
"2233","ko04621","K11030"
"2234","ko04621","K20909"
"2235","ko04621","K12798"
"2236","ko04621","K12799"
"2237","ko04621","K01370"
"2238","ko04621","K02161"
"2239","ko04621","K04570"
"2240","ko04621","K01363"
"2241","ko04621","K12800"
"2242","ko04621","K03443"
"2243","ko04621","K05220"
"2244","ko04621","K04977"
"2245","ko04621","K04982"
"2246","ko04621","K04971"
"2247","ko04621","K04612"
"2248","ko04621","K04622"
"2249","ko04621","K05858"
"2250","ko04621","K04958"
"2251","ko04621","K04959"
"2252","ko04621","K04960"
"2253","ko04621","K05862"
"2254","ko04621","K15040"
"2255","ko04621","K15041"
"2256","ko04621","K20858"
"2257","ko04621","K14216"
"2258","ko04621","K01165"
"2259","ko04621","K17820"
"2260","ko04621","K21356"
"2261","ko04621","K06030"
"2262","ko04621","K02861"
"2263","ko04621","K08847"
"2264","ko04621","K17065"
"2265","ko04621","K03462"
"2266","ko04621","K21421"
"2267","ko04621","K08009"
"2268","ko04621","K20910"
"2269","ko04621","K03671"
"2270","ko04621","K20876"
"2271","ko04621","K11864"
"2272","ko04621","K04079"
"2273","ko04621","K12801"
"2274","ko04621","K12802"
"2275","ko04621","K20911"
"2276","ko04621","K12803"
"2277","ko04621","K12804"
"2278","ko04621","K04398"
"2279","ko04621","K02373"
"2280","ko04621","K04741"
"2281","ko04621","K12806"
"2282","ko04621","K20863"
"2283","ko04621","K20864"
"2284","ko04621","K08598"
"2285","ko04621","K20865"
"2286","ko04621","K02406"
"2287","ko04621","K12807"
"2288","ko04621","K12805"
"2289","ko04621","K06068"
"2290","ko04621","K20897"
"2291","ko04621","K20898"
"2292","ko04621","K12966"
"2293","ko04621","K20914"
"2294","ko04621","K20915"
"2295","ko04621","K20916"
"2296","ko04621","K04513"
"2297","ko04621","K20899"
"2298","ko04621","K04395"
"2299","ko04621","K04394"
"2300","ko04621","K20917"
"2301","ko04621","K05130"
"2302","ko04621","K05131"
"2303","ko04621","K11217"
"2304","ko04621","K11219"
"2305","ko04621","K11220"
"2306","ko04621","K11221"
"2307","ko04621","K04693"
"2308","ko04621","K10160"
"2309","ko04621","K05842"
"2310","ko04621","K04729"
"2311","ko04621","K04733"
"2312","ko04621","K12654"
"2313","ko04621","K08727"
"2314","ko04621","K08846"
"2315","ko04621","K07210"
"2316","ko04621","K04467"
"2317","ko04621","K07209"
"2318","ko04621","K02581"
"2319","ko04621","K04734"
"2320","ko04621","K02580"
"2321","ko04621","K04735"
"2322","ko04621","K04519"
"2323","ko04621","K05482"
"2324","ko04621","K05405"
"2325","ko04621","K03156"
"2326","ko04621","K10030"
"2327","ko04621","K05505"
"2328","ko04621","K14624"
"2329","ko04621","K12499"
"2330","ko04621","K13916"
"2331","ko04621","K10165"
"2332","ko04621","K04427"
"2333","ko04621","K04403"
"2334","ko04621","K04404"
"2335","ko04621","K12793"
"2336","ko04621","K04371"
"2337","ko04621","K04440"
"2338","ko04621","K04441"
"2339","ko04621","K04448"
"2340","ko04621","K17890"
"2341","ko04621","K08339"
"2342","ko04621","K08336"
"2343","ko04621","K08341"
"2344","ko04621","K12795"
"2345","ko04621","K20894"
"2346","ko04621","K10630"
"2347","ko04621","K11974"
"2348","ko04621","K04725"
"2349","ko04621","K12797"
"2350","ko04621","K12792"
"2351","ko04621","K12796"
"2352","ko04621","K16060"
"2353","ko04621","K03173"
"2354","ko04621","K09849"
"2355","ko04621","K03175"
"2356","ko04621","K12794"
"2357","ko04621","K11859"
"2358","ko04621","K12648"
"2359","ko04621","K03174"
"2360","ko04621","K05410"
"2361","ko04621","K07211"
"2362","ko04621","K12650"
"2363","ko04621","K05411"
"2364","ko04621","K09447"
"2365","ko04621","K05414"
"2366","ko04621","K05415"
"2367","ko04621","K12653"
"2368","ko04621","K08645"
"2369","ko04621","K11030"
"2370","ko04621","K20909"
"2371","ko04621","K12798"
"2372","ko04621","K12799"
"2373","ko04621","K01370"
"2374","ko04621","K02161"
"2375","ko04621","K04570"
"2376","ko04621","K01363"
"2377","ko04621","K12800"
"2378","ko04621","K03443"
"2379","ko04621","K05220"
"2380","ko04621","K04977"
"2381","ko04621","K04982"
"2382","ko04621","K04971"
"2383","ko04621","K04612"
"2384","ko04621","K04622"
"2385","ko04621","K05858"
"2386","ko04621","K04958"
"2387","ko04621","K04959"
"2388","ko04621","K04960"
"2389","ko04621","K05862"
"2390","ko04621","K15040"
"2391","ko04621","K15041"
"2392","ko04621","K20858"
"2393","ko04621","K14216"
"2394","ko04621","K01165"
"2395","ko04621","K17820"
"2396","ko04621","K21356"
"2397","ko04621","K06030"
"2398","ko04621","K02861"
"2399","ko04621","K08847"
"2400","ko04621","K17065"
"2401","ko04621","K03462"
"2402","ko04621","K21421"
"2403","ko04621","K08009"
"2404","ko04621","K20910"
"2405","ko04621","K03671"
"2406","ko04621","K20876"
"2407","ko04621","K11864"
"2408","ko04621","K04079"
"2409","ko04621","K12801"
"2410","ko04621","K12802"
"2411","ko04621","K20911"
"2412","ko04621","K12803"
"2413","ko04621","K12804"
"2414","ko04621","K04398"
"2415","ko04621","K02373"
"2416","ko04621","K04741"
"2417","ko04621","K12806"
"2418","ko04621","K20863"
"2419","ko04621","K20864"
"2420","ko04621","K08598"
"2421","ko04621","K20865"
"2422","ko04621","K02406"
"2423","ko04621","K12807"
"2424","ko04621","K12805"
"2425","ko04621","K06068"
"2426","ko04621","K20897"
"2427","ko04621","K20898"
"2428","ko04621","K12966"
"2429","ko04621","K20914"
"2430","ko04621","K20915"
"2431","ko04621","K20916"
"2432","ko04621","K04513"
"2433","ko04621","K20899"
"2434","ko04621","K04395"
"2435","ko04621","K04394"
"2436","ko04621","K20917"
"2437","ko04621","K05130"
"2438","ko04621","K05131"
"2439","ko04621","K11217"
"2440","ko04621","K11219"
"2441","ko04621","K11220"
"2442","ko04621","K11221"
"2443","ko04621","K04693"
"2444","ko04621","K10160"
"2445","ko04621","K05842"
"2446","ko04621","K04729"
"2447","ko04621","K04733"
"2448","ko04621","K12654"
"2449","ko04621","K08727"
"2450","ko04621","K08846"
"2451","ko04621","K07210"
"2452","ko04621","K04467"
"2453","ko04621","K07209"
"2454","ko04621","K02581"
"2455","ko04621","K04734"
"2456","ko04621","K02580"
"2457","ko04621","K04735"
"2458","ko04621","K04519"
"2459","ko04621","K05482"
"2460","ko04621","K05405"
"2461","ko04621","K03156"
"2462","ko04621","K10030"
"2463","ko04621","K05505"
"2464","ko04621","K14624"
"2465","ko04621","K12499"
"2466","ko04621","K13916"
"2467","ko04621","K10165"
"2468","ko04621","K04427"
"2469","ko04621","K04403"
"2470","ko04621","K04404"
"2471","ko04621","K12793"
"2472","ko04621","K04371"
"2473","ko04621","K04440"
"2474","ko04621","K04441"
"2475","ko04621","K04448"
"2476","ko04621","K17890"
"2477","ko04621","K08339"
"2478","ko04621","K08336"
"2479","ko04621","K08341"
"2480","ko04621","K12795"
"2481","ko04621","K20894"
"2482","ko04621","K10630"
"2483","ko04621","K11974"
"2484","ko04621","K04725"
"2485","ko04621","K12797"
"2486","ko04621","K12792"
"2487","ko04621","K12796"
"2488","ko04621","K16060"
"2489","ko04621","K03173"
"2490","ko04621","K09849"
"2491","ko04621","K03175"
"2492","ko04621","K12794"
"2493","ko04621","K11859"
"2494","ko04621","K12648"
"2495","ko04621","K03174"
"2496","ko04621","K05410"
"2497","ko04621","K07211"
"2498","ko04621","K12650"
"2499","ko04621","K05411"
"2500","ko04621","K09447"
"2501","ko04621","K05414"
"2502","ko04621","K05415"
"2503","ko04621","K12653"
"2504","ko04621","K08645"
"2505","ko04621","K11030"
"2506","ko04621","K20909"
"2507","ko04621","K12798"
"2508","ko04621","K12799"
"2509","ko04621","K01370"
"2510","ko04621","K02161"
"2511","ko04621","K04570"
"2512","ko04621","K01363"
"2513","ko04621","K12800"
"2514","ko04621","K03443"
"2515","ko04621","K05220"
"2516","ko04621","K04977"
"2517","ko04621","K04982"
"2518","ko04621","K04971"
"2519","ko04621","K04612"
"2520","ko04621","K04622"
"2521","ko04621","K05858"
"2522","ko04621","K04958"
"2523","ko04621","K04959"
"2524","ko04621","K04960"
"2525","ko04621","K05862"
"2526","ko04621","K15040"
"2527","ko04621","K15041"
"2528","ko04621","K20858"
"2529","ko04621","K14216"
"2530","ko04621","K01165"
"2531","ko04621","K17820"
"2532","ko04621","K21356"
"2533","ko04621","K06030"
"2534","ko04621","K02861"
"2535","ko04621","K08847"
"2536","ko04621","K17065"
"2537","ko04621","K03462"
"2538","ko04621","K21421"
"2539","ko04621","K08009"
"2540","ko04621","K20910"
"2541","ko04621","K03671"
"2542","ko04621","K20876"
"2543","ko04621","K11864"
"2544","ko04621","K04079"
"2545","ko04621","K12801"
"2546","ko04621","K12802"
"2547","ko04621","K20911"
"2548","ko04621","K12803"
"2549","ko04621","K12804"
"2550","ko04621","K04398"
"2551","ko04621","K02373"
"2552","ko04621","K04741"
"2553","ko04621","K12806"
"2554","ko04621","K20863"
"2555","ko04621","K20864"
"2556","ko04621","K08598"
"2557","ko04621","K20865"
"2558","ko04621","K02406"
"2559","ko04621","K12807"
"2560","ko04621","K12805"
"2561","ko04621","K06068"
"2562","ko04621","K20897"
"2563","ko04621","K20898"
"2564","ko04621","K12966"
"2565","ko04621","K20914"
"2566","ko04621","K20915"
"2567","ko04621","K20916"
"2568","ko04621","K04513"
"2569","ko04621","K20899"
"2570","ko04621","K04395"
"2571","ko04621","K04394"
"2572","ko04621","K20917"
"2573","ko04621","K05130"
"2574","ko04621","K05131"
"2575","ko04621","K11217"
"2576","ko04621","K11219"
"2577","ko04621","K11220"
"2578","ko04621","K11221"
"2579","ko04621","K04693"
"2580","ko04621","K10160"
"2581","ko04621","K05842"
"2582","ko04621","K04729"
"2583","ko04621","K04733"
"2584","ko04621","K12654"
"2585","ko04621","K08727"
"2586","ko04621","K08846"
"2587","ko04621","K07210"
"2588","ko04621","K04467"
"2589","ko04621","K07209"
"2590","ko04621","K02581"
"2591","ko04621","K04734"
"2592","ko04621","K02580"
"2593","ko04621","K04735"
"2594","ko04621","K04519"
"2595","ko04621","K05482"
"2596","ko04621","K05405"
"2597","ko04621","K03156"
"2598","ko04621","K10030"
"2599","ko04621","K05505"
"2600","ko04621","K14624"
"2601","ko04621","K12499"
"2602","ko04621","K13916"
"2603","ko04621","K10165"
"2604","ko04621","K04427"
"2605","ko04621","K04403"
"2606","ko04621","K04404"
"2607","ko04621","K12793"
"2608","ko04621","K04371"
"2609","ko04621","K04440"
"2610","ko04621","K04441"
"2611","ko04621","K04448"
"2612","ko04621","K17890"
"2613","ko04621","K08339"
"2614","ko04621","K08336"
"2615","ko04621","K08341"
"2616","ko04621","K12795"
"2617","ko04621","K20894"
"2618","ko04621","K10630"
"2619","ko04621","K11974"
"2620","ko04621","K04725"
"2621","ko04621","K12797"
"2622","ko04621","K12792"
"2623","ko04621","K12796"
"2624","ko04621","K16060"
"2625","ko04621","K03173"
"2626","ko04621","K09849"
"2627","ko04621","K03175"
"2628","ko04621","K12794"
"2629","ko04621","K11859"
"2630","ko04621","K12648"
"2631","ko04621","K03174"
"2632","ko04621","K05410"
"2633","ko04621","K07211"
"2634","ko04621","K12650"
"2635","ko04621","K05411"
"2636","ko04621","K09447"
"2637","ko04621","K05414"
"2638","ko04621","K05415"
"2639","ko04621","K12653"
"2640","ko04621","K08645"
"2641","ko04621","K11030"
"2642","ko04621","K20909"
"2643","ko04621","K12798"
"2644","ko04621","K12799"
"2645","ko04621","K01370"
"2646","ko04621","K02161"
"2647","ko04621","K04570"
"2648","ko04621","K01363"
"2649","ko04621","K12800"
"2650","ko04621","K03443"
"2651","ko04621","K05220"
"2652","ko04621","K04977"
"2653","ko04621","K04982"
"2654","ko04621","K04971"
"2655","ko04621","K04612"
"2656","ko04621","K04622"
"2657","ko04621","K05858"
"2658","ko04621","K04958"
"2659","ko04621","K04959"
"2660","ko04621","K04960"
"2661","ko04621","K05862"
"2662","ko04621","K15040"
"2663","ko04621","K15041"
"2664","ko04621","K20858"
"2665","ko04621","K14216"
"2666","ko04621","K01165"
"2667","ko04621","K17820"
"2668","ko04621","K21356"
"2669","ko04621","K06030"
"2670","ko04621","K02861"
"2671","ko04621","K08847"
"2672","ko04621","K17065"
"2673","ko04621","K03462"
"2674","ko04621","K21421"
"2675","ko04621","K08009"
"2676","ko04621","K20910"
"2677","ko04621","K03671"
"2678","ko04621","K20876"
"2679","ko04621","K11864"
"2680","ko04621","K04079"
"2681","ko04621","K12801"
"2682","ko04621","K12802"
"2683","ko04621","K20911"
"2684","ko04621","K12803"
"2685","ko04621","K12804"
"2686","ko04621","K04398"
"2687","ko04621","K02373"
"2688","ko04621","K04741"
"2689","ko04621","K12806"
"2690","ko04621","K20863"
"2691","ko04621","K20864"
"2692","ko04621","K08598"
"2693","ko04621","K20865"
"2694","ko04621","K02406"
"2695","ko04621","K12807"
"2696","ko04621","K12805"
"2697","ko04621","K06068"
"2698","ko04621","K20897"
"2699","ko04621","K20898"
"2700","ko04621","K12966"
"2701","ko04621","K20914"
"2702","ko04621","K20915"
"2703","ko04621","K20916"
"2704","ko04621","K04513"
"2705","ko04621","K20899"
"2706","ko04621","K04395"
"2707","ko04621","K04394"
"2708","ko04621","K20917"
"2709","ko04621","K05130"
"2710","ko04621","K05131"
"2711","ko04621","K11217"
"2712","ko04621","K11219"
"2713","ko04621","K11220"
"2714","ko04621","K11221"
"2715","ko04621","K04693"
"2716","ko04621","K10160"
"2717","ko04621","K05842"
"2718","ko04621","K04729"
"2719","ko04621","K04733"
"2720","ko04621","K12654"
"2721","ko04621","K08727"
"2722","ko04621","K08846"
"2723","ko04621","K07210"
"2724","ko04621","K04467"
"2725","ko04621","K07209"
"2726","ko04621","K02581"
"2727","ko04621","K04734"
"2728","ko04621","K02580"
"2729","ko04621","K04735"
"2730","ko04621","K04519"
"2731","ko04621","K05482"
"2732","ko04621","K05405"
"2733","ko04621","K03156"
"2734","ko04621","K10030"
"2735","ko04621","K05505"
"2736","ko04621","K14624"
"2737","ko04621","K12499"
"2738","ko04621","K13916"
"2739","ko04621","K10165"
"2740","ko04621","K04427"
"2741","ko04621","K04403"
"2742","ko04621","K04404"
"2743","ko04621","K12793"
"2744","ko04621","K04371"
"2745","ko04621","K04440"
"2746","ko04621","K04441"
"2747","ko04621","K04448"
"2748","ko04621","K17890"
"2749","ko04621","K08339"
"2750","ko04621","K08336"
"2751","ko04621","K08341"
"2752","ko04621","K12795"
"2753","ko04621","K20894"
"2754","ko04621","K10630"
"2755","ko04621","K11974"
"2756","ko04621","K04725"
"2757","ko04621","K12797"
"2758","ko04621","K12792"
"2759","ko04621","K12796"
"2760","ko04621","K16060"
"2761","ko04621","K03173"
"2762","ko04621","K09849"
"2763","ko04621","K03175"
"2764","ko04621","K12794"
"2765","ko04621","K11859"
"2766","ko04621","K12648"
"2767","ko04621","K03174"
"2768","ko04621","K05410"
"2769","ko04621","K07211"
"2770","ko04621","K12650"
"2771","ko04621","K05411"
"2772","ko04621","K09447"
"2773","ko04621","K05414"
"2774","ko04621","K05415"
"2775","ko04621","K12653"
"2776","ko04621","K08645"
