"","log2FoldChange","padj"
"KXJ07407.1",-0.583708504571033,0.0133613124424696
"KXJ07417.1",-1.80984474853765,0.0053189105871998
"KXJ07420.1",0.801533309045802,0.0135559110122675
"KXJ07442.1",-2.14499266985887,0.000308682661301693
"KXJ07448.1",1.2656868703158,0.0341248567212146
"KXJ07449.1",1.13043888770502,0.0242796447922072
"KXJ07450.1",2.1634568882112,0.00978180716049109
"KXJ07455.1",-0.726648355288905,0.00584096376850799
"KXJ07483.1",1.14798987548518,1.26665757541957e-06
"KXJ07487.1",-0.761384477213736,0.0224728856898665
"KXJ07488.1",-0.957197890307571,0.0323375711222187
"KXJ07516.1",1.95893941130712,0.0406965080817504
"KXJ07530.1",-0.404405645045189,0.0493938640367065
"KXJ07532.1",-1.50037022229155,0.028789386595108
"KXJ07538.1",5.96884579180009,0.00187489183766373
"KXJ07549.1",-0.402781070486689,0.0301898148646065
"KXJ07553.1",4.66145267308231,0.011301103565881
"KXJ07556.1",-1.1977347473733,0.00160976087942486
"KXJ07558.1",-1.6665436088117,0.00931233349792035
"KXJ07578.1",0.877733148341798,0.0339196919791672
"KXJ07582.1",0.770227082458714,4.1180046163986e-05
"KXJ07614.1",-1.2007946864646,0.0096024231599032
"KXJ07670.1",1.26555232406567,0.026959095412212
"KXJ07671.1",-1.44515820421499,0.00660609812774476
"KXJ07683.1",3.29266294630977,0.00606938376971478
"KXJ07696.1",-2.43262131894102,9.59596805278821e-06
"KXJ07706.1",1.76453865972141,0.042147691107222
"KXJ07711.1",0.736582294814863,0.0476143938874288
"KXJ07726.1",0.774619120483398,0.0177343530438242
"KXJ07729.1",-0.969144804833714,0.0227395331000663
"KXJ07731.1",-1.46471654106695,0.0440653785180523
"KXJ07734.1",0.372030800243079,0.03446813041187
"KXJ07757.1",-0.783052788546213,0.00181930000459741
"KXJ07761.1",0.745414282907834,0.0469297931115509
"KXJ07767.1",-0.553254952351864,0.0111776514117493
"KXJ07789.1",1.1659144185508,0.0312155118352257
"KXJ07800.1",1.30081193727995,0.0278288172536093
"KXJ07832.1",2.05381878903763,0.0211061052625566
"KXJ07838.1",2.45085559433866,0.00149321264126005
"KXJ07845.1",-1.17093766945517,0.00172697594778056
"KXJ07846.1",-0.839323177013349,0.00998217735010817
"KXJ07848.1",1.52888158815207,0.0168626281579319
"KXJ07880.1",1.00395036103882,0.0208697368519219
"KXJ07881.1",1.11372339761567,0.0141408167928065
"KXJ07902.1",1.43961403195867,0.000132111480149851
"KXJ07924.1",0.769926150237206,0.000885396902005361
"KXJ07925.1",1.07461996404392,0.000313522096437379
"KXJ07958.1",3.42054303521671,1.05896370544726e-05
"KXJ07963.1",-0.772130806447996,0.00442565206502684
"KXJ07970.1",-0.712653968954249,0.0120234118272419
"KXJ07974.1",2.74155318197684,6.66803951332781e-07
"KXJ07976.1",1.08691523098648,5.64598305170397e-09
"KXJ07981.1",1.07118909983219,0.03974572984271
"KXJ07982.1",-0.609069545907401,0.000129091693877327
"KXJ07986.1",-0.755077661432515,0.0336469304988878
"KXJ07989.1",-1.20338069302094,0.0109017700468756
"KXJ07992.1",1.77980975806277,0.000320723140877784
"KXJ07993.1",1.59823032350758,0.00714836861684096
"KXJ08008.1",-1.20368036299252,0.0475171990569977
"KXJ08014.1",0.506796708696205,0.0294448066126835
"KXJ08018.1",1.56739821099077,0.000485235303963705
"KXJ08034.1",2.26703755580805,0.0083466546091494
"KXJ08036.1",2.12883141194911,0.00786817183251183
"KXJ08037.1",1.99877597654252,0.014024423048966
"KXJ08042.1",5.4854763769103,0.0278288172536093
"KXJ08044.1",2.24432246932459,0.0495820894968651
"KXJ08063.1",2.5549496328941,0.011301103565881
"KXJ08067.1",-2.84920791503565,0.015400870944115
"KXJ08124.1",2.05358284969628,0.00444638789573777
"KXJ08134.1",3.34398748719797,0.0079607491278004
"KXJ08163.1",-1.39965655958062,0.00466679335279091
"KXJ08171.1",0.75312387569129,0.00890766342039835
"KXJ08227.1",-0.459409984051347,0.0446129607180038
"KXJ08232.1",0.708408609811391,0.0180906010037118
"KXJ08236.1",-0.627541176211799,0.0105535041997061
"KXJ08242.1",-0.990948310100298,0.0321439386785199
"KXJ08256.1",4.27868443957891,0.00129827313138424
"KXJ08257.1",2.06666558786948,0.000115337949657002
"KXJ08258.1",1.23828638671365,0.0027375508403241
"KXJ08264.1",1.35759667398035,0.000945246887903368
"KXJ08267.1",0.780803389597371,0.000944862366559252
"KXJ08272.1",1.50622317418271,0.000955032884268227
"KXJ08273.1",1.26224900760152,0.0149788619431762
"KXJ08277.1",0.84903844852151,0.0299620027655527
"KXJ08291.1",-1.30302715735044,0.0233859465032285
"KXJ08293.1",-0.888845491140546,0.0234898071799926
"KXJ08332.1",2.27059660225856,0.00862765694776857
"KXJ08351.1",1.1895671443478,0.0319982564506965
"KXJ08354.1",1.492973511455,0.00423121785100445
"KXJ08355.1",0.750124746007525,0.046201666833475
"KXJ08356.1",1.66114012685936,0.0369070499120522
"KXJ08358.1",0.473443125619722,0.0147908392994103
"KXJ08359.1",0.564988998237604,0.00742737664193734
"KXJ08371.1",0.968788253562095,0.00636281803659346
"KXJ08417.1",1.43373052961016,0.00045119913679762
"KXJ08418.1",1.0689398175351,0.019432470835063
"KXJ08420.1",1.0805943223907,0.00399443224239213
"KXJ08440.1",0.917690988997093,0.00459663154110735
"KXJ08451.1",-0.557850862174304,0.00267196000508991
"KXJ08452.1",0.485174848875286,0.0332952903099718
"KXJ08458.1",0.771575720823823,0.00819255733218549
"KXJ08459.1",1.13457687356852,0.0152338319052236
"KXJ08463.1",1.08416000647929,0.00477012242047464
"KXJ08482.1",0.318204155420209,0.0491287465430563
"KXJ08483.1",-0.611770960012264,0.00300088276997362
"KXJ08487.1",-0.486888768135179,0.00391862167157016
"KXJ08500.1",0.708733576437556,0.00012731789047284
"KXJ08509.1",-1.34277959819175,0.0161782369041138
"KXJ08513.1",4.06075663294843,4.92627242421052e-05
"KXJ08518.1",0.880750692915907,0.0160448260791965
"KXJ08526.1",-0.845627712614861,0.00856578562440963
"KXJ08528.1",1.9666925915194,0.0468436173105806
"KXJ08530.1",1.90024917865261,0.0252512298394094
"KXJ08533.1",1.6437428886693,0.00548980036618097
"KXJ08536.1",1.26384195751664,0.00508870517267865
"KXJ08539.1",-1.42498213033588,0.0118994264877598
"KXJ08541.1",0.850956233310083,0.00525638785609842
"KXJ08548.1",1.22307587297177,0.0116556669922091
"KXJ08549.1",1.44001913993215,0.000183298086343361
"KXJ08560.1",0.762659543461297,0.000101699187662074
"KXJ08562.1",0.627133086407865,0.00370337686867234
"KXJ08563.1",1.27233534245528,0.000282006045908034
"KXJ08569.1",-2.01581673236047,0.029076231823008
"KXJ08577.1",1.38764568489084,0.0106982042643838
"KXJ08580.1",8.36315340624296,0.0210110789380641
"KXJ08585.1",-0.615872649908923,0.0442543802830746
"KXJ08616.1",0.890071978897251,0.00777240947428748
"KXJ08617.1",-0.50190263129067,0.0474753634277696
"KXJ08622.1",-0.576950238385001,0.0153456039836793
"KXJ08627.1",-0.753888806842841,0.0298138435969399
"KXJ08630.1",1.92260171885429,0.000279441383881678
"KXJ08637.1",-0.729370401543489,0.00973489558365033
"KXJ08640.1",-0.926690442359112,0.0072698119569123
"KXJ08654.1",-1.23068586372894,0.0136133950265291
"KXJ08659.1",0.306491569269374,0.0460580594156306
"KXJ08660.1",-0.846606058432171,0.00758961467692914
"KXJ08665.1",-0.677733941048088,0.0195810382011076
"KXJ08667.1",-1.01783003049578,0.00370849392942057
"KXJ08676.1",0.841884285625003,8.42774770886294e-06
"KXJ08682.1",0.810641956876143,0.00346209067775809
"KXJ08683.1",7.88711354008027,0.000859786669292983
"KXJ08706.1",2.23906947739142,0.0109392748962654
"KXJ08709.1",-0.484762741041091,0.0167179769343649
"KXJ08714.1",0.581756113821569,0.00454325313502016
"KXJ08715.1",1.17502290977108,0.0491908549841506
"KXJ08716.1",-1.2393301508544,0.0253860942916984
"KXJ08721.1",-1.10765839679879,0.0438845377956616
"KXJ08735.1",3.42808161864311,1.11578176649548e-06
"KXJ08738.1",3.05422574441153,1.85360940964366e-06
"KXJ08742.1",2.54232774027229,0.000989123093828247
"KXJ08743.1",-1.03256966380488,0.00011337296551049
"KXJ08745.1",-1.51412658344846,0.0392594551566586
"KXJ08751.1",-0.876238742301787,0.0108203991471322
"KXJ08759.1",-0.713107902277929,0.0150159875181711
"KXJ08764.1",-0.783409855847908,0.0168325224446246
"KXJ08771.1",1.56616044619263,8.22987955045178e-06
"KXJ08772.1",-1.43370798819414,0.00305143930178201
"KXJ08776.1",1.95911573044925,0.0391109513584822
"KXJ08781.1",-1.82264528462381,3.98926481731285e-05
"KXJ08795.1",-0.705017917451374,0.000554896969650688
"KXJ08823.1",1.51126329734961,0.028216757598623
"KXJ08835.1",-2.2439226847656,0.0278847314636951
"KXJ08864.1",-0.436812381121998,0.0146335341203136
"KXJ08865.1",-1.30061885495981,0.00652247974253033
"KXJ08866.1",-0.492966873380382,0.0141835648127537
"KXJ08873.1",-2.13727516853961,6.57046884276967e-06
"KXJ08879.1",0.789876288984543,0.0273462429546374
"KXJ08882.1",-1.03520992226892,0.00727651362427309
"KXJ08883.1",-1.51069277270195,0.0009330894349337
"KXJ08890.1",0.822983782555999,0.00032211654118393
"KXJ08891.1",0.996700252324006,0.00208063443362039
"KXJ08914.1",3.3732145014204,0.0407976047859591
"KXJ08965.1",-2.09051758330219,0.000403588229970697
"KXJ09006.1",-1.16194020222602,0.00321984155518861
"KXJ09021.1",-1.13604466714765,0.0497997344930595
"KXJ09034.1",0.602230249458723,0.0497464617063606
"KXJ09039.1",-0.669433611255514,0.00286682170709833
"KXJ09056.1",0.75258402438284,0.0485188330775711
"KXJ09059.1",0.615476580513857,0.0349539621005595
"KXJ09068.1",-2.13326360747347,0.00138592762999155
"KXJ09071.1",-1.26213521858756,0.0241349406050434
"KXJ09090.1",1.12440904473853,0.00258742238146061
"KXJ09091.1",-0.572211776944265,0.0180304205985169
"KXJ09098.1",0.986321283493018,0.0257701738866351
"KXJ09099.1",0.707169307837912,0.0301783511747423
"KXJ09100.1",-0.594931618982928,0.0164550153602667
"KXJ09103.1",0.935822717265653,0.0228108186475425
"KXJ09104.1",1.75743493448912,0.0145183364783858
"KXJ09110.1",1.26817723841475,0.0269059950639102
"KXJ09116.1",-1.36814057203666,0.0341176346681469
"KXJ09143.1",-0.61029407028861,0.0463114178122628
"KXJ09148.1",-0.780861111619838,0.00703134986608331
"KXJ09149.1",-1.8463479058595,1.63275590100153e-06
"KXJ09152.1",-0.50063894822425,0.0160690895273656
"KXJ09154.1",0.714353111703934,0.0186067376603056
"KXJ09159.1",2.48365826813081,1.07769883938984e-05
"KXJ09160.1",2.49605550918096,1.61231362354351e-06
"KXJ09163.1",3.26787729200477,7.26599335764733e-06
"KXJ09165.1",2.12249992897938,0.000121254813464857
"KXJ09179.1",1.68606859570208,0.0435777919993294
"KXJ09181.1",-0.602794069605396,0.0489944040122452
"KXJ09184.1",-1.01165811035022,0.0284258983875305
"KXJ09191.1",1.29105070020093,0.0170987013049506
"KXJ09212.1",-4.26526393452138,0.000696031208822056
"KXJ09224.1",0.757448325580953,0.000117383519979871
"KXJ09226.1",3.64978377461643,6.23483630363587e-06
"KXJ09234.1",1.03116128875599,0.0267532582357049
"KXJ09241.1",-1.17663718366174,0.00675535605191959
"KXJ09260.1",-1.27971287011279,0.0154640371746037
"KXJ09278.1",0.673414777234327,0.0165390670000294
"KXJ09302.1",0.763157580441607,0.00537394011062031
"KXJ09311.1",0.834811926424179,3.07923424965723e-06
"KXJ09332.1",0.746734584036781,1.15744495528998e-05
"KXJ09334.1",-1.35440548666252,0.000851572781574294
"KXJ09335.1",-1.39717609302818,4.61898161480199e-07
"KXJ09336.1",-1.37761694639878,1.76838401514299e-05
"KXJ09339.1",-2.07357855210101,0.00263314238954201
