"","log2FoldChange","padj","Factor"
"KXJ13041.1",5.34888290406506,1.83771913030369e-245,"Intercept"
"KXJ13043.1",7.20844318838418,0,"Intercept"
"KXJ13044.1",3.38706960292795,9.76360037101309e-37,"Intercept"
"KXJ13045.1",5.74927308044983,3.93533112683267e-73,"Intercept"
"KXJ13046.1",4.39862121772378,2.25536533858785e-19,"Intercept"
"KXJ13048.1",7.40379709952336,0,"Intercept"
"KXJ13049.1",5.85852701072264,1.98848220378982e-208,"Intercept"
"KXJ13050.1",6.50453923919734,2.04705822765359e-115,"Intercept"
"KXJ13051.1",6.48683570764433,2.28721325887344e-280,"Intercept"
"KXJ13052.1",7.73331125159819,8.06615856243635e-306,"Intercept"
"KXJ13053.1",7.82073540941566,0,"Intercept"
"KXJ13054.1",5.42208343859263,0,"Intercept"
"KXJ13056.1",8.09364097391758,0,"Intercept"
"KXJ13057.1",5.51110626463353,1.19816507402808e-118,"Intercept"
"KXJ13058.1",5.39441721487193,2.05868715649883e-18,"Intercept"
"KXJ13059.1",10.9122308260969,0,"Intercept"
"KXJ13060.1",7.10371623032957,0,"Intercept"
"KXJ13061.1",5.5272589386452,9.69707643940395e-164,"Intercept"
"KXJ13062.1",8.57006883685522,0,"Intercept"
"KXJ13063.1",6.91591668822176,2.6695484904835e-235,"Intercept"
"KXJ13064.1",7.52864111641902,9.43938215971049e-70,"Intercept"
"KXJ13065.1",6.76000158305549,0,"Intercept"
"KXJ13066.1",5.46566932754269,2.0175606352541e-117,"Intercept"
"KXJ13067.1",6.94639320967071,0,"Intercept"
"KXJ13068.1",7.05056940439502,3.2108692334559e-123,"Intercept"
"KXJ13069.1",5.40494513325206,2.68825735898979e-72,"Intercept"
"KXJ13070.1",7.59197135270834,0,"Intercept"
"KXJ13072.1",4.74011588055228,3.09761443297601e-84,"Intercept"
"KXJ13073.1",9.53156518488096,0,"Intercept"
"KXJ13074.1",7.36042229672011,0,"Intercept"
"KXJ13075.1",6.72646541158089,0,"Intercept"
"KXJ13076.1",10.1949251627208,0,"Intercept"
"KXJ13077.1",6.76590454769245,0,"Intercept"
"KXJ13078.1",7.5302038800011,0,"Intercept"
"KXJ13079.1",5.96915906399692,5.82075113930386e-96,"Intercept"
"KXJ13080.1",8.3148192567839,9.02948630139881e-197,"Intercept"
"KXJ13081.1",8.17163130829688,0,"Intercept"
"KXJ13082.1",6.90864211228878,1.72926325382828e-180,"Intercept"
"KXJ13083.1",17.3402560416239,0,"Intercept"
"KXJ13084.1",4.49793301646312,1.63115899729049e-84,"Intercept"
"KXJ13085.1",6.67079649279671,9.50531681583025e-234,"Intercept"
"KXJ13087.1",5.72419561711567,1.7575243582519e-99,"Intercept"
"KXJ13088.1",7.22110946180263,0,"Intercept"
"KXJ13089.1",6.79293488779395,9.16916342520049e-264,"Intercept"
"KXJ13090.1",11.2230259872229,0,"Intercept"
"KXJ13091.1",7.69716334385502,0,"Intercept"
"KXJ13092.1",3.66162826468538,2.39687039497089e-56,"Intercept"
"KXJ13093.1",5.41565329580409,8.05520374959601e-132,"Intercept"
"KXJ13094.1",8.36691281709339,3.46067269216065e-126,"Intercept"
"KXJ13095.1",5.41287440564669,1.68106365486968e-274,"Intercept"
"KXJ13096.1",1.73022927061343,9.75024845217248e-06,"Intercept"
"KXJ13097.1",7.25982004267712,2.99529997638908e-101,"Intercept"
"KXJ13098.1",1.50539543600732,0.0160848351185069,"Intercept"
"KXJ13099.1",9.60672571076417,1.7771070470605e-239,"Intercept"
"KXJ13100.1",6.01011183300248,1.34260254615014e-118,"Intercept"
"KXJ13101.1",5.07418710404041,3.2627291517628e-154,"Intercept"
"KXJ13102.1",7.66326098074056,2.38497852868543e-159,"Intercept"
"KXJ13103.1",8.94105750914094,0,"Intercept"
"KXJ13104.1",6.82660242548376,7.75628003497967e-157,"Intercept"
"KXJ13105.1",6.38054326358494,0,"Intercept"
"KXJ13106.1",8.83544575072493,7.59671937804709e-60,"Intercept"
"KXJ13107.1",5.43732770723763,7.6453727134633e-110,"Intercept"
"KXJ13108.1",12.129484462485,0,"Intercept"
"KXJ13109.1",7.47981717848618,0,"Intercept"
"KXJ13110.1",5.39898766792816,2.01006109853121e-120,"Intercept"
"KXJ13111.1",6.58899969991568,1.65422094032119e-36,"Intercept"
"KXJ13112.1",9.57259429992362,8.66767781336914e-201,"Intercept"
"KXJ13113.1",6.34252729959449,3.50133475918392e-69,"Intercept"
"KXJ13114.1",2.04047829647903,2.503819584892e-07,"Intercept"
"KXJ13115.1",2.36928307547672,9.71982412058021e-06,"Intercept"
"KXJ13116.1",5.28658994332038,2.05449746203517e-116,"Intercept"
"KXJ13117.1",2.84391053886431,4.21171613456722e-11,"Intercept"
"KXJ13118.1",1.73325308668151,0.000316452301714262,"Intercept"
"KXJ13119.1",5.42397680810578,5.63751944439309e-218,"Intercept"
"KXJ13120.1",7.25099715379259,4.36135775560912e-249,"Intercept"
"KXJ13121.1",7.83120913883785,0,"Intercept"
"KXJ13122.1",9.24807096055704,0,"Intercept"
"KXJ13123.1",7.01042814264615,9.13844164204265e-303,"Intercept"
"KXJ13124.1",7.14621305509403,0,"Intercept"
"KXJ13125.1",7.57642373201839,0,"Intercept"
"KXJ13126.1",6.59833682205959,9.43026871107856e-209,"Intercept"
"KXJ13127.1",10.304700660421,1.78467139908241e-254,"Intercept"
"KXJ13128.1",6.33111014579447,1.64146818302777e-77,"Intercept"
"KXJ13129.1",6.1125322642986,6.33942189948708e-269,"Intercept"
"KXJ13130.1",10.1828139942298,0,"Intercept"
"KXJ13131.1",2.99788029976267,1.52031135466023e-21,"Intercept"
"KXJ13132.1",9.96863979185691,3.23836104664848e-196,"Intercept"
"KXJ13133.1",9.75501144547665,1.17933810110604e-203,"Intercept"
"KXJ13134.1",5.20125740014494,1.45343630763825e-80,"Intercept"
"KXJ13135.1",9.54319308480933,1.09084562147338e-305,"Intercept"
"KXJ13136.1",2.32350597748525,2.62447950027208e-12,"Intercept"
"KXJ13137.1",2.68040648236428,2.96160915336872e-08,"Intercept"
"KXJ13138.1",14.1053053936141,0,"Intercept"
"KXJ13139.1",6.46050947174543,3.77930384305884e-162,"Intercept"
"KXJ13140.1",5.14562467257568,3.88808063043982e-229,"Intercept"
"KXJ13141.1",5.39116359525268,9.9880139864186e-199,"Intercept"
"KXJ13142.1",2.27085546901568,5.94364106464929e-06,"Intercept"
"KXJ13143.1",4.44787581346973,4.72376613082721e-19,"Intercept"
"KXJ13144.1",2.34326474818884,0.000162605275403055,"Intercept"
"KXJ13145.1",5.02573122006338,1.43665088361509e-88,"Intercept"
"KXJ13147.1",8.16016085315122,0,"Intercept"
"KXJ13148.1",6.38238478486627,7.13658590558537e-281,"Intercept"
"KXJ13149.1",7.62721975505612,9.94369433713509e-269,"Intercept"
"KXJ13150.1",2.36803273929776,2.86204956402517e-08,"Intercept"
"KXJ13151.1",3.88286634689509,2.75658853979711e-24,"Intercept"
"KXJ13152.1",1.47862001611532,0.0115911052631228,"Intercept"
"KXJ13153.1",3.48983326000948,6.19448075666694e-25,"Intercept"
"KXJ13154.1",3.88934082790225,1.48937466595534e-45,"Intercept"
"KXJ13155.1",6.72206802653265,0,"Intercept"
"KXJ13156.1",2.27499732261289,7.35266795044145e-06,"Intercept"
"KXJ13157.1",10.1968621687948,0,"Intercept"
"KXJ13158.1",5.87963798975183,2.30643057722832e-220,"Intercept"
"KXJ13159.1",5.79701482950766,1.18816559344122e-59,"Intercept"
"KXJ13160.1",3.8945742873934,1.01492355051868e-05,"Intercept"
"KXJ13161.1",5.70941481361475,2.6781271884389e-126,"Intercept"
"KXJ13163.1",5.20977496699442,4.21120377815697e-74,"Intercept"
"KXJ13164.1",7.70971845808493,0,"Intercept"
"KXJ13165.1",8.13643558761617,0,"Intercept"
"KXJ13166.1",6.7984825951942,0,"Intercept"
"KXJ13167.1",6.73372292064603,0,"Intercept"
"KXJ13168.1",7.40788249009186,0,"Intercept"
"KXJ13169.1",5.73969540437275,0,"Intercept"
"KXJ13170.1",6.46020270261591,0,"Intercept"
"KXJ13171.1",9.19807838387768,0,"Intercept"
"KXJ13172.1",5.5972015744133,6.96748068994862e-39,"Intercept"
"KXJ13173.1",7.14325171308745,0,"Intercept"
"KXJ13174.1",6.56582814796393,0,"Intercept"
"KXJ13175.1",5.03863855908784,2.81857582764363e-216,"Intercept"
"KXJ13176.1",7.55286365577809,0,"Intercept"
"KXJ13177.1",6.74368290022711,9.48046895584439e-178,"Intercept"
"KXJ13178.1",7.6129372975566,0,"Intercept"
"KXJ13179.1",5.46256779288729,4.37604708119919e-14,"Intercept"
"KXJ13180.1",3.20919786156534,1.10083018480925e-05,"Intercept"
"KXJ13181.1",1.34445196993344,0.0226012155854971,"Intercept"
"KXJ13183.1",8.65764753247881,0,"Intercept"
"KXJ13184.1",7.78495393925762,1.19569780150929e-238,"Intercept"
"KXJ13185.1",5.43609736696645,2.11244593014545e-20,"Intercept"
"KXJ13186.1",2.68527135853141,0.000408560611885271,"Intercept"
"KXJ13187.1",7.21485853965389,0,"Intercept"
"KXJ13188.1",7.71726476181582,4.60710586674729e-83,"Intercept"
"KXJ13190.1",6.04127877705517,1.5627076873689e-34,"Intercept"
"KXJ13191.1",4.83562616482951,7.75031260597042e-77,"Intercept"
"KXJ13192.1",4.52372841108472,9.93953117923577e-61,"Intercept"
"KXJ13193.1",4.85756674734319,1.54922690395869e-88,"Intercept"
"KXJ13194.1",2.39448244585523,1.41360033437552e-05,"Intercept"
"KXJ13195.1",5.27406379267624,1.50081166536639e-96,"Intercept"
"KXJ13196.1",5.66066567628706,1.43384610818726e-136,"Intercept"
"KXJ13197.1",4.36224786015185,2.32190084908742e-46,"Intercept"
"KXJ13198.1",4.93100990438045,3.25817386662654e-53,"Intercept"
"KXJ13199.1",5.74940979317108,3.46740789155568e-204,"Intercept"
"KXJ13200.1",10.1650015422607,0,"Intercept"
"KXJ13201.1",6.29950409230236,3.34985555834116e-249,"Intercept"
"KXJ13202.1",8.31782865574672,0,"Intercept"
"KXJ13203.1",7.567111951236,0,"Intercept"
"KXJ13204.1",6.13835534791727,4.29399533418389e-251,"Intercept"
"KXJ13205.1",9.42172189031331,0,"Intercept"
"KXJ13206.1",7.02339020697401,0,"Intercept"
"KXJ13207.1",2.06080739355725,5.69152092463665e-06,"Intercept"
"KXJ13208.1",3.8624134875994,1.73606976151747e-11,"Intercept"
"KXJ13209.1",8.73225099249791,0,"Intercept"
"KXJ13210.1",8.04610624045142,0,"Intercept"
"KXJ13211.1",3.91154505897955,3.47975187382267e-59,"Intercept"
"KXJ13212.1",4.35345318787554,6.64171059474938e-39,"Intercept"
"KXJ13213.1",1.99236318640296,1.79059679300973e-06,"Intercept"
"KXJ13214.1",7.72942180446401,0,"Intercept"
"KXJ13215.1",7.70233855902972,8.7645969234943e-81,"Intercept"
"KXJ13216.1",9.07913576582984,0,"Intercept"
"KXJ13217.1",6.58870159596712,9.93130338134097e-158,"Intercept"
"KXJ13218.1",2.67541835496027,6.94320613104839e-08,"Intercept"
"KXJ13219.1",7.89827720413813,0,"Intercept"
"KXJ13220.1",2.38383987732922,5.16615863840276e-05,"Intercept"
"KXJ13221.1",10.1821013299747,0,"Intercept"
"KXJ13222.1",7.47012170696633,0,"Intercept"
"KXJ13223.1",4.09623775237493,4.29706806863453e-06,"Intercept"
"KXJ13224.1",5.21615906092535,1.89613634805394e-57,"Intercept"
"KXJ13225.1",7.02495985691381,3.0994439010635e-65,"Intercept"
"KXJ13226.1",3.54020176170776,1.7679055168214e-10,"Intercept"
"KXJ13227.1",4.47514728130027,1.80897554844126e-43,"Intercept"
"KXJ13229.1",3.76957890309867,6.69880820081197e-17,"Intercept"
"KXJ13230.1",4.22647263540355,2.33956087837484e-27,"Intercept"
"KXJ13231.1",10.3042163103577,0,"Intercept"
"KXJ13233.1",1.40929982756333,0.0301543293131653,"Intercept"
"KXJ13234.1",11.6351542164304,7.11144458081826e-99,"Intercept"
"KXJ13235.1",8.9437905717767,0,"Intercept"
"KXJ13236.1",2.37298460583764,2.11723484611391e-06,"Intercept"
"KXJ13237.1",6.18719613754742,3.27370546244499e-87,"Intercept"
"KXJ13238.1",7.8968414224067,2.15446210060879e-71,"Intercept"
"KXJ13239.1",4.39001962314603,8.28380571139073e-25,"Intercept"
"KXJ13243.1",4.89860705806668,2.87822594818219e-35,"Intercept"
"KXJ13244.1",7.3012655122089,2.76730922198355e-84,"Intercept"
"KXJ13246.1",3.65177190687632,1.09434298644915e-17,"Intercept"
"KXJ13247.1",3.49654629254338,4.76508228965137e-26,"Intercept"
"KXJ13248.1",1.42731998272986,0.0143308681547514,"Intercept"
"KXJ13249.1",5.10676600666433,3.43475501496593e-35,"Intercept"
"KXJ13250.1",4.12679713288261,1.82141803702692e-68,"Intercept"
"KXJ13251.1",3.83090393124029,3.56853734064731e-43,"Intercept"
"KXJ13252.1",9.69587783412326,0,"Intercept"
"KXJ13253.1",1.55782985205136,0.00193791424305854,"Intercept"
"KXJ13254.1",9.04334925500655,0,"Intercept"
"KXJ13255.1",3.56396233727697,5.03842397518511e-25,"Intercept"
"KXJ13256.1",8.23859193419398,3.2369371381556e-249,"Intercept"
"KXJ13257.1",8.96859328693326,0,"Intercept"
"KXJ13258.1",1.98347032187723,0.00169443913277689,"Intercept"
"KXJ13259.1",1.32993156237412,0.0273005587686648,"Intercept"
"KXJ13260.1",5.88165919095377,3.53337597942739e-104,"Intercept"
"KXJ13261.1",5.7509325890016,5.07735375316711e-31,"Intercept"
"KXJ13263.1",8.25802875771361,1.70439692077753e-80,"Intercept"
"KXJ13264.1",7.02149729510326,0,"Intercept"
"KXJ13265.1",4.4256686193941,6.15685604592604e-68,"Intercept"
"KXJ13267.1",1.5025776919103,0.00560630271958143,"Intercept"
"KXJ13268.1",5.70692216145334,3.57653190694878e-94,"Intercept"
"KXJ13269.1",6.15905616294385,0,"Intercept"
"KXJ13270.1",2.94189044181553,1.03884583208869e-11,"Intercept"
"KXJ13271.1",3.46119606929869,1.78392925830639e-15,"Intercept"
"KXJ13272.1",2.28707881636319,1.13664199664066e-08,"Intercept"
"KXJ13273.1",3.71448512123955,9.10512995310681e-27,"Intercept"
"KXJ13275.1",7.50444389522083,0,"Intercept"
"KXJ13276.1",2.48639133612417,8.49183637327257e-15,"Intercept"
"KXJ13277.1",7.05722684708982,9.93375502418083e-273,"Intercept"
"KXJ13278.1",3.39360391576736,1.06603818539369e-20,"Intercept"
"KXJ13279.1",1.9385659188543,0.000380316069875547,"Intercept"
"KXJ13280.1",8.17703191251566,0,"Intercept"
"KXJ13281.1",6.18548254156573,1.63274339177882e-105,"Intercept"
"KXJ13282.1",4.45110854180954,1.24600075176647e-26,"Intercept"
"KXJ13283.1",5.18246560773464,3.27020071025243e-37,"Intercept"
"KXJ13284.1",3.27099836316093,7.15336667394111e-17,"Intercept"
"KXJ13285.1",3.67082233995554,3.17239802591308e-19,"Intercept"
"KXJ13286.1",2.29317646313379,3.07887064987605e-10,"Intercept"
"KXJ13287.1",1.52381114726336,0.0392459677153062,"Intercept"
"KXJ13291.1",6.29223610722111,1.283276886244e-184,"Intercept"
"KXJ13292.1",6.65200182253771,0,"Intercept"
"KXJ13294.1",2.89043450453487,1.68779164938292e-05,"Intercept"
"KXJ13296.1",4.05408060152782,1.62826878243314e-53,"Intercept"
"KXJ13297.1",6.84705857969009,3.4491803876361e-120,"Intercept"
"KXJ13298.1",5.25613003635365,1.33075053024943e-79,"Intercept"
"KXJ13299.1",3.87008354760924,4.7282912011762e-09,"Intercept"
"KXJ13300.1",2.95569510686308,5.76047282587525e-11,"Intercept"
"KXJ13301.1",7.05007829157594,0,"Intercept"
"KXJ13302.1",9.1502016547655,0,"Intercept"
"KXJ13304.1",8.83921290788198,0,"Intercept"
"KXJ13305.1",6.32718460943086,2.1842747806514e-198,"Intercept"
"KXJ13306.1",5.54396297771084,1.23535196751185e-251,"Intercept"
"KXJ13307.1",6.80346614514724,0,"Intercept"
"KXJ13308.1",8.65610244299886,0,"Intercept"
"KXJ13309.1",7.03381116431742,0,"Intercept"
"KXJ13310.1",9.04181639635891,0,"Intercept"
"KXJ13311.1",7.21042564669537,5.68936333065083e-167,"Intercept"
"KXJ13312.1",4.18348270297983,6.23963693834863e-17,"Intercept"
"KXJ13313.1",11.4912829967468,0,"Intercept"
"KXJ13314.1",5.99967341451293,5.04579224472967e-188,"Intercept"
"KXJ13315.1",5.25458629486953,2.08454014064865e-38,"Intercept"
"KXJ13316.1",6.18597779078579,4.14007467937337e-170,"Intercept"
"KXJ13317.1",10.7686112264369,0,"Intercept"
"KXJ13318.1",4.14679604941782,5.00744132903336e-86,"Intercept"
"KXJ13319.1",6.18441184392625,6.95503354017432e-69,"Intercept"
"KXJ13320.1",13.6140749255879,0,"Intercept"
"KXJ13321.1",7.08707772043185,0,"Intercept"
"KXJ13322.1",5.13381485926206,1.04586476076061e-55,"Intercept"
"KXJ13323.1",5.72866610288965,1.29574238796738e-198,"Intercept"
"KXJ13324.1",6.22685733845991,0,"Intercept"
"KXJ13325.1",6.25428225243362,2.46781436320836e-133,"Intercept"
"KXJ13326.1",5.91064045237845,9.62231097984784e-208,"Intercept"
"KXJ13327.1",1.54466981049914,0.0170273422806937,"Intercept"
"KXJ13328.1",6.32578638212553,9.19491525576917e-200,"Intercept"
"KXJ13329.1",7.02318576667981,0,"Intercept"
"KXJ13330.1",9.29760360772009,0,"Intercept"
"KXJ13331.1",2.98332204046915,1.46508401483175e-09,"Intercept"
"KXJ13332.1",3.68006189450871,1.30326071236413e-10,"Intercept"
"KXJ13333.1",6.98765441292076,0,"Intercept"
"KXJ13334.1",4.47339856236256,6.37599336570804e-88,"Intercept"
"KXJ13335.1",6.71743320333818,1.02981431582895e-140,"Intercept"
"KXJ13336.1",4.31327159484537,2.04477836940889e-46,"Intercept"
"KXJ13338.1",7.63244269812141,7.85591739496473e-280,"Intercept"
"KXJ13339.1",7.53612536967614,0,"Intercept"
"KXJ13340.1",6.07551990606197,2.51449157261061e-11,"Intercept"
"KXJ13341.1",8.15890103203825,1.9730646421774e-287,"Intercept"
"KXJ13342.1",5.41314171958331,1.37506625146759e-177,"Intercept"
"KXJ13343.1",6.65675785274336,0,"Intercept"
"KXJ13344.1",6.88167913904036,0,"Intercept"
"KXJ13345.1",4.41162404730496,7.32377711153426e-124,"Intercept"
"KXJ13346.1",8.66898783760316,0,"Intercept"
"KXJ13347.1",6.36482900486491,7.52740169149039e-189,"Intercept"
"KXJ13348.1",10.3601915633294,0,"Intercept"
"KXJ13349.1",9.8236872177813,5.91106758368409e-264,"Intercept"
"KXJ13350.1",7.71114501582844,0,"Intercept"
"KXJ13351.1",7.15243478931914,5.21052242624423e-72,"Intercept"
"KXJ13352.1",2.25494610382011,1.2818405730197e-05,"Intercept"
"KXJ13353.1",8.95905133748454,0,"Intercept"
"KXJ13354.1",3.478907615767,1.3793730210388e-21,"Intercept"
"KXJ13355.1",7.45984647152925,0,"Intercept"
"KXJ13356.1",9.05474603008053,0,"Intercept"
"KXJ13357.1",5.58995443594902,4.57435162922071e-29,"Intercept"
"KXJ13358.1",12.9771639251158,0,"Intercept"
"KXJ13359.1",3.84402072408074,1.05510717555591e-33,"Intercept"
"KXJ13360.1",7.30110686126351,0,"Intercept"
"KXJ13361.1",7.55143518741115,0,"Intercept"
"KXJ13362.1",5.38623594376549,5.33736042626499e-18,"Intercept"
"KXJ13363.1",9.46082494072715,0,"Intercept"
"KXJ13365.1",5.26695711972292,3.55168369992184e-134,"Intercept"
"KXJ13366.1",6.75948626138726,3.50203105267406e-296,"Intercept"
"KXJ13367.1",4.30761520927539,5.09355553726758e-50,"Intercept"
"KXJ13368.1",8.99213788884233,0,"Intercept"
"KXJ13369.1",7.63089392276015,0,"Intercept"
"KXJ13370.1",6.7048999336911,0,"Intercept"
"KXJ13371.1",7.18092127895491,5.27299014716226e-74,"Intercept"
"KXJ13372.1",7.17272138394986,2.65845218155957e-295,"Intercept"
"KXJ13373.1",8.05398358764791,1.49979855920042e-36,"Intercept"
"KXJ13374.1",9.04294597159571,0,"Intercept"
"KXJ13375.1",7.43219276039461,0,"Intercept"
"KXJ13376.1",8.51085775395364,0,"Intercept"
"KXJ13377.1",7.51402774143659,0,"Intercept"
"KXJ13378.1",13.4815041910704,0,"Intercept"
"KXJ13379.1",8.82480025261032,0,"Intercept"
"KXJ13380.1",7.23727843739064,6.30240942135009e-82,"Intercept"
"KXJ13381.1",8.65301923699908,0,"Intercept"
"KXJ13382.1",7.31040585546769,2.13170633152358e-88,"Intercept"
"KXJ13383.1",5.35206178288527,5.02785244386779e-40,"Intercept"
"KXJ13384.1",6.83659998302506,0,"Intercept"
"KXJ13385.1",7.49998502889193,0,"Intercept"
"KXJ13386.1",10.2982409853621,4.0982873785359e-143,"Intercept"
"KXJ13387.1",8.90110852845615,0,"Intercept"
"KXJ13388.1",6.192908046138,0,"Intercept"
"KXJ13389.1",7.42485317049331,0,"Intercept"
"KXJ13390.1",5.74102430543391,8.3822150752167e-37,"Intercept"
"KXJ13391.1",6.47417049905107,0,"Intercept"
"KXJ13392.1",4.56624814843794,8.37895253586865e-116,"Intercept"
"KXJ13393.1",5.27258932869882,1.17015340733001e-115,"Intercept"
"KXJ13394.1",9.38679088061746,0,"Intercept"
"KXJ13395.1",7.15418987191642,9.61965206024154e-269,"Intercept"
"KXJ13396.1",13.2821228782122,0,"Intercept"
"KXJ13397.1",5.19674569275967,2.42812978794979e-110,"Intercept"
"KXJ13398.1",8.32820031880229,0,"Intercept"
"KXJ13399.1",9.04499167362334,0,"Intercept"
"KXJ13400.1",10.9541076567673,0,"Intercept"
"KXJ13401.1",6.25797777945319,7.6449973400538e-254,"Intercept"
"KXJ13402.1",7.64152274040522,0,"Intercept"
"KXJ13403.1",5.16626638428327,1.03358648981519e-107,"Intercept"
"KXJ13404.1",5.1861223052285,5.95451548595214e-54,"Intercept"
"KXJ13405.1",8.38344406188433,1.00988942861563e-10,"Intercept"
"KXJ13406.1",6.79060943741211,8.24977052659216e-273,"Intercept"
"KXJ13407.1",8.34869997885449,0,"Intercept"
"KXJ13408.1",9.1550088522756,0,"Intercept"
"KXJ13409.1",7.18139067793879,0,"Intercept"
"KXJ13410.1",8.11895914213241,0,"Intercept"
"KXJ13411.1",4.23350059557264,1.01723956686846e-19,"Intercept"
"KXJ13412.1",5.23416015107921,1.85450545569764e-166,"Intercept"
"KXJ13413.1",6.19521870819008,1.09753507285529e-285,"Intercept"
"KXJ13414.1",6.79696887256048,3.12207161328778e-284,"Intercept"
"KXJ13415.1",5.55393390927581,6.78646417977341e-117,"Intercept"
"KXJ13416.1",10.6716455070325,0,"Intercept"
"KXJ13417.1",6.29895645656667,8.15238272446176e-47,"Intercept"
"KXJ13418.1",7.30547126459698,2.17966738475411e-97,"Intercept"
"KXJ13420.1",1.84043545920127,0.00181249808029763,"Intercept"
"KXJ13421.1",2.65454525718925,3.66441959146669e-14,"Intercept"
"KXJ13423.1",2.63629083558638,2.91934952129825e-12,"Intercept"
"KXJ13425.1",1.48036039973495,0.0240234885669911,"Intercept"
"KXJ13426.1",3.84784911843892,6.61706864903728e-38,"Intercept"
"KXJ13428.1",2.15113782175026,0.000212859884085768,"Intercept"
"KXJ13429.1",4.38203512043081,4.52291595367341e-33,"Intercept"
"KXJ13430.1",2.29571546691006,1.89551621046142e-09,"Intercept"
"KXJ13431.1",5.50301966537265,1.05451989485701e-63,"Intercept"
"KXJ13432.1",2.56200230079894,0.0131090433451477,"Intercept"
"KXJ13434.1",1.97214262563231,0.00647011118071094,"Intercept"
"KXJ13435.1",3.173666137,8.29654584905307e-09,"Intercept"
"KXJ13436.1",7.90970717196469,8.09398198745262e-154,"Intercept"
"KXJ13437.1",6.06802066295313,8.21148994539903e-38,"Intercept"
"KXJ13438.1",7.94976789244263,8.23139789234409e-265,"Intercept"
"KXJ13439.1",10.3646841949051,0,"Intercept"
"KXJ13440.1",2.25803048327888,1.78775784871841e-09,"Intercept"
"KXJ13441.1",3.99697830785679,3.90241177197093e-05,"Intercept"
"KXJ13442.1",1.98717981057039,0.00085524015659229,"Intercept"
"KXJ13443.1",9.01017192712829,0,"Intercept"
"KXJ13444.1",7.15751161321614,5.7524034855091e-133,"Intercept"
"KXJ13445.1",7.47005882676659,5.26990132314051e-168,"Intercept"
"KXJ13446.1",8.70869486657034,0,"Intercept"
"KXJ13447.1",9.86527594395102,0,"Intercept"
"KXJ13448.1",4.62126047180383,1.04871633222788e-28,"Intercept"
"KXJ13449.1",8.92935217664204,2.70000647414018e-146,"Intercept"
"KXJ13450.1",7.13179441392282,1.35422217511606e-151,"Intercept"
"KXJ13451.1",8.12699440145104,0,"Intercept"
"KXJ13452.1",7.48878004805489,0,"Intercept"
"KXJ13453.1",9.93258033121202,0,"Intercept"
"KXJ13454.1",10.6111576021789,0,"Intercept"
"KXJ13455.1",6.3077668021966,0,"Intercept"
"KXJ13456.1",5.50475001784082,1.02253965410101e-65,"Intercept"
"KXJ13457.1",7.53470308852829,0,"Intercept"
"KXJ13458.1",8.23611646843288,0,"Intercept"
"KXJ13459.1",9.43023625112226,0,"Intercept"
"KXJ13460.1",12.522376345924,0,"Intercept"
"KXJ13461.1",6.28439892499089,0,"Intercept"
"KXJ13462.1",5.51789235191097,3.11200333314465e-159,"Intercept"
"KXJ13463.1",6.89343548392945,0,"Intercept"
"KXJ13464.1",8.13467351237069,0,"Intercept"
"KXJ13465.1",8.76602938860376,7.05505749748395e-220,"Intercept"
"KXJ13466.1",10.1853527742193,0,"Intercept"
"KXJ13467.1",9.97801339490502,1.45854444259825e-213,"Intercept"
"KXJ13468.1",5.94915962509026,1.80374694751063e-179,"Intercept"
"KXJ13469.1",9.14745158638063,0,"Intercept"
"KXJ13470.1",6.8203509044403,0,"Intercept"
"KXJ13471.1",6.30463230345139,4.12207481366487e-303,"Intercept"
"KXJ13472.1",6.24640844660614,7.75867601099443e-234,"Intercept"
"KXJ13473.1",7.23894710293212,5.85808601177722e-224,"Intercept"
"KXJ13474.1",8.90878099778562,0,"Intercept"
"KXJ13475.1",6.60763798286778,7.1358915829219e-182,"Intercept"
"KXJ13476.1",6.87036251118863,0,"Intercept"
"KXJ13477.1",3.36832813515513,2.822854024005e-29,"Intercept"
"KXJ13478.1",4.58641184431487,4.391208823983e-131,"Intercept"
"KXJ13479.1",10.4076538586153,0,"Intercept"
"KXJ13481.1",4.21902531277148,4.37563853143187e-56,"Intercept"
"KXJ13482.1",6.68841968042392,2.41407067130709e-219,"Intercept"
"KXJ13483.1",5.35397531729888,2.78482208664661e-231,"Intercept"
"KXJ13484.1",6.31373855753224,9.52322153556879e-270,"Intercept"
"KXJ13485.1",5.91283810011715,6.62355639167072e-179,"Intercept"
"KXJ13486.1",6.00083593988096,2.43037211615899e-240,"Intercept"
"KXJ13487.1",7.73948582634593,5.54564639260324e-144,"Intercept"
"KXJ13488.1",9.96331539816508,0,"Intercept"
"KXJ13489.1",6.57873487463867,0,"Intercept"
"KXJ13490.1",12.3712799654754,0,"Intercept"
"KXJ13491.1",7.73810895686267,0,"Intercept"
"KXJ13492.1",5.32560759775733,9.32775347573178e-44,"Intercept"
"KXJ13493.1",7.71637065403623,5.9456067338498e-86,"Intercept"
"KXJ13494.1",8.38473728959288,2.9726697340269e-250,"Intercept"
"KXJ13495.1",7.41817596744484,0,"Intercept"
"KXJ13497.1",8.3757744165006,0,"Intercept"
"KXJ13498.1",6.25528909875622,2.03987941813631e-207,"Intercept"
"KXJ13499.1",7.44559049998733,0,"Intercept"
"KXJ13500.1",2.24890991992228,1.63765648584618e-08,"Intercept"
"KXJ13501.1",6.72910167665916,6.77725936971615e-170,"Intercept"
